29,66,87,34,42,31,32,49,9,97,51,89,51,20,26,64,98,45,82,13,39,46,55,74,37,31,91,42,52,99,46,24,-1,83,40,72,27,49,97,32,68,96,70,34,4,84,23,1,97,84,1,49,8,63,8,74,56,40,93,46,40,35,71,21,71,67,33,5,86,82,73,75,21,15,17,14,31,13,94,2,43,61,76,23,97,79,95,26,96,57
88,20,2,44,19,14,31,99,73,73,33,77,34,9,60,10,19,94,13,13,14,34,75,86,94,12,30,28,80,16,56,85,83,-1,58,27,46,21,88,29,43,15,68,8,4,69,39,66,43,22,70,15,56,27,37,46,94,87,30,16,97,2,7,81,56,62,40,76,2,81,59,29,99,15,82,22,78,45,4,10,73,1,6,76,3,79,34,49,85,42
10,8,94,4,25,84,17,31,28,5,94,17,20,20,13,5,44,79,20,50,47,59,3,96,49,40,32,56,54,98,51,9,40,58,-1,73,8,12,15,71,32,63,13,56,14,82,29,25,7,17,34,29,85,59,51,45,88,9,13,25,85,36,69,43,24,64,89,53,5,16,55,61,59,36,3,94,13,69,65,36,74,92,57,72,76,51,58,86,83,13
21,24,28,54,41,70,99,98,39,49,23,36,82,90,76,83,81,20,53,60,62,3,10,79,73,26,39,54,10,20,75,3,72,27,73,-1,29,62,57,57,56,29,3,12,73,27,19,19,95,31,29,7,72,17,42,36,8,56,47,2,4,49,13,58,61,12,3,8,99,40,62,49,65,77,61,32,56,56,73,92,43,13,93,71,49,80,54,54,25,93
55,7,95,26,5,1,58,51,18,87,9,65,31,5,21,80,66,30,38,18,37,20,82,48,47,70,31,50,34,18,14,92,27,46,8,29,-1,17,28,84,99,40,99,33,4,91,55,63,79,6,12,53,18,9,14,3,99,17,90,52,21,93,1,5,28,67,50,58,6,9,47,87,87,13,87,17,50,10,35,1,98,95,6,61,76,70,14,76,99,51
71,93,63,49,24,17,99,2,93,7,6,25,61,19,73,75,60,82,2,6,94,17,7,9,65,51,98,76,35,68,67,23,49,21,12,62,17,-1,27,86,86,31,24,17,93,81,96,21,71,16,87,81,74,43,61,2,26,10,87,88,53,25,76,14,97,17,98,36,95,77,52,61,76,30,23,31,62,15,4,65,29,79,39,68,50,89,25,63,31,5
14,84,17,13,12,67,3,62,9,81,30,42,17,41,21,52,41,34,87,21,22,91,12,57,35,73,76,23,22,99,93,28,97,88,15,57,28,27,-1,21,68,23,54,83,54,72,38,2,5,34,1,35,30,76,79,96,80,13,51,65,63,52,68,28,91,42,79,59,79,39,14,73,3,87,29,76,49,83,11,73,52,7,40,55,69,72,80,97,97,2
81,71,6,42,2,29,23,11,57,46,84,80,32,36,45,11,41,77,48,14,21,33,53,43,89,67,83,35,56,82,90,30,32,29,71,57,84,86,21,-1,51,50,53,27,88,33,8,83,77,57,52,29,60,25,27,85,47,52,40,92,83,6,30,25,24,46,75,36,76,56,98,75,61,19,89,83,86,74,79,44,2,93,52,1,55,64,11,89,38,15
72,66,72,34,85,51,35,15,35,70,57,50,61,79,28,70,10,61,28,38,70,12,95,88,91,35,46,92,19,30,13,46,68,43,32,56,99,86,68,51,-1,81,16,44,6,34,77,8,56,16,67,93,62,33,5,52,60,59,92,9,28,53,72,11,46,51,86,6,27,30,80,16,62,66,37,22,41,97,11,12,86,22,68,37,7,81,90,80,17,91
94,28,15,12,20,96,50,39,68,27,24,75,18,95,9,75,19,14,54,75,26,80,36,36,18,50,36,70,66,48,65,33,96,15,63,29,40,31,23,50,81,-1,93,8,15,65,33,82,8,22,65,45,26,16,41,99,16,6,82,57,3,34,73,32,42,26,95,80,95,64,27,53,85,87,50,22,80,65,58,63,60,35,67,59,65,23,1,7,85,46
82,94,11,51,71,51,55,51,73,14,73,36,68,61,98,89,88,88,45,75,28,4,69,75,98,57,61,68,75,12,84,9,70,68,13,3,99,24,54,53,16,93,-1,66,11,67,61,24,10,75,40,25,60,34,13,32,72,35,58,89,50,99,17,38,14,77,59,74,73,84,83,33,64,1,15,23,34,90,81,33,88,17,59,5,91,63,66,64,18,75
15,1,46,55,47,26,23,92,29,12,86,33,68,40,84,62,7,64,65,45,91,81,8,28,27,67,1,90,93,38,59,75,34,8,56,12,33,17,83,27,44,8,66,-1,95,35,71,39,92,12,44,18,95,71,66,36,79,32,56,41,31,68,17,91,98,47,87,74,37,72,39,69,80,12,52,14,87,4,64,3,32,78,3,3,87,95,17,39,26,88
38,26,12,28,36,26,70,40,97,44,42,4,3,32,41,22,36,64,16,89,5,37,5,49,69,59,98,32,57,95,96,12,4,4,14,73,4,93,54,88,6,15,11,95,-1,18,7,84,75,67,30,60,64,6,80,46,27,38,71,8,61,51,71,77,70,65,86,98,79,92,85,71,17,8,96,24,55,86,32,83,42,60,68,49,10,78,54,80,5,3
20,83,8,84,3,9,98,11,12,35,99,2,34,72,22,30,28,24,8,6,8,54,76,47,1,72,27,94,7,93,20,89,84,69,82,27,91,81,72,33,34,65,67,35,18,-1,96,26,18,47,41,60,66,22,8,14,96,55,32,80,32,34,54,6,35,97,42,27,34,48,98,88,69,96,61,26,77,84,7,19,18,25,32,9,15,55,37,84,33,58
81,91,35,41,32,57,23,68,56,88,78,13,42,21,10,82,80,47,75,37,88,66,47,86,21,32,77,62,58,41,25,28,23,39,29,19,55,96,38,8,77,33,61,71,7,96,-1,73,53,78,45,88,3,36,22,51,83,14,7,97,14,7,76,32,47,26,83,9,23,35,4,47,4,56,43,37,19,32,46,8,21,51,90,98,76,31,6,87,98,65
46,38,31,98,47,72,71,46,53,12,46,35,16,17,48,17,1,37,93,89,10,49,44,37,98,19,7,43,42,27,11,14,1,66,25,19,63,21,2,83,8,82,24,39,84,26,73,-1,2,55,77,66,31,38,5,51,79,92,57,54,9,41,40,12,69,93,61,64,39,14,48,41,60,61,72,19,15,73,8,75,56,68,71,58,59,57,55,28,98,95
18,38,26,56,13,58,39,66,28,47,1,63,84,22,65,45,6,27,18,59,66,37,81,43,20,68,11,88,49,76,70,10,97,43,7,95,79,71,5,77,56,8,10,92,75,18,53,2,-1,59,82,52,65,99,78,8,29,57,32,93,18,89,48,53,61,82,96,37,98,21,76,73,42,33,11,71,12,17,12,72,71,76,66,40,14,47,83,13,8,33
84,61,43,4,48,35,47,82,26,65,22,82,90,96,26,23,21,8,50,51,81,63,50,6,82,74,23,14,63,84,29,62,84,22,17,31,6,16,34,57,16,22,75,12,67,47,78,55,59,-1,95,8,21,51,25,75,49,36,94,10,50,49,99,12,53,36,87,37,76,6,76,13,11,96,24,84,59,6,93,24,91,36,23,49,82,48,13,10,97,92
71,94,78,7,25,65,10,15,48,15,52,86,83,31,59,85,28,18,60,12,91,97,67,94,37,10,12,50,65,57,42,70,1,70,34,29,12,87,1,52,67,65,40,44,30,41,45,77,82,95,-1,93,44,35,39,20,53,35,66,33,47,66,17,66,45,24,53,73,41,58,30,41,70,1,84,45,83,67,97,13,87,75,79,88,43,85,96,92,90,26
31,76,37,89,6,18,92,22,15,67,47,51,2,93,31,88,49,19,97,4,45,96,18,60,89,4,61,61,76,87,59,39,49,15,29,7,53,81,35,29,93,45,25,18,60,60,88,66,52,8,93,-1,96,98,45,30,6,19,44,15,50,15,41,14,40,71,42,43,28,63,79,30,43,57,89,90,10,48,22,28,97,32,21,37,63,67,12,8,61,81
39,78,51,59,8,90,44,52,81,32,9,78,13,15,9,58,51,98,99,76,71,70,55,35,41,82,38,42,61,14,63,63,8,56,85,72,18,74,30,60,62,26,60,95,64,66,3,31,65,21,44,96,-1,92,82,37,78,44,30,13,66,67,51,38,89,94,27,69,44,56,17,51,77,86,83,13,89,12,26,84,32,75,6,17,36,81,88,3,71,71
50,25,46,67,94,98,17,43,16,16,11,52,8,73,50,32,40,29,16,66,85,97,79,11,5,38,74,86,35,55,15,88,63,27,59,17,9,43,76,25,33,16,34,71,6,22,36,38,99,51,35,98,92,-1,19,99,54,2,30,55,3,35,84,90,15,97,56,60,88,64,47,48,21,22,90,35,9,78,76,70,67,28,94,41,47,62,1,42,62,11
18,82,10,58,10,9,87,74,9,91,91,96,13,87,46,56,88,69,64,6,80,58,38,89,52,14,53,74,16,73,49,56,8,37,51,42,14,61,79,27,5,41,13,66,80,8,22,5,78,25,39,45,82,19,-1,70,18,55,90,58,26,97,35,76,81,77,99,71,76,96,85,35,31,48,71,8,4,62,60,97,6,89,79,70,20,99,39,45,15,68
42,50,10,35,62,22,52,46,8,74,34,97,99,60,27,10,46,89,76,70,36,95,28,18,63,44,73,76,76,36,32,75,74,46,45,36,3,2,96,85,52,99,32,36,46,14,51,51,8,75,20,30,37,99,70,-1,52,38,68,20,82,21,43,68,51,48,20,26,12,71,45,59,79,85,58,81,43,85,65,18,44,87,94,65,46,25,21,63,8,82
68,12,67,44,77,93,64,88,49,57,79,75,38,88,31,86,23,93,7,78,67,98,55,75,77,85,65,87,33,86,24,18,56,94,88,8,99,26,80,47,60,16,72,79,27,96,83,79,29,49,53,6,78,54,18,52,-1,4,80,23,61,66,62,31,81,77,51,18,44,56,66,48,26,30,45,12,56,7,92,14,21,36,97,67,75,59,31,9,46,91
32,2,26,87,16,20,56,9,38,46,4,40,78,37,6,48,98,90,18,62,6,41,46,11,32,89,39,58,77,44,45,79,40,87,9,56,17,10,13,52,59,6,35,32,38,55,14,92,57,36,35,19,44,2,55,38,4,-1,60,5,22,67,14,35,53,58,29,99,93,30,19,8,27,45,66,91,65,65,18,25,29,67,67,86,93,84,93,75,82,89
17,69,31,37,20,87,71,98,34,8,81,10,81,41,58,46,10,48,97,72,12,84,23,83,80,28,21,23,65,66,51,11,93,30,13,47,90,87,51,40,92,82,58,56,71,32,7,57,32,94,66,44,30,30,90,68,80,60,-1,77,41,12,68,87,29,38,6,76,10,1,25,39,71,92,83,7,39,36,63,27,84,52,18,48,58,55,64,48,69,88
61,98,81,26,90,49,43,65,90,71,7,88,31,35,90,28,97,84,51,29,78,44,64,96,54,58,36,89,78,80,23,94,46,16,25,2,52,88,65,92,9,57,89,41,8,80,97,54,93,10,33,15,13,55,58,20,23,5,77,-1,75,64,83,66,42,65,29,32,73,17,69,45,38,92,25,57,79,65,73,1,70,13,79,45,99,75,72,5,97,7
13,51,56,5,51,23,73,43,86,57,49,52,63,34,75,11,97,89,53,96,24,69,31,29,66,26,61,94,32,52,2,39,40,97,85,4,21,53,63,83,28,3,50,31,61,32,14,9,18,50,47,50,66,3,26,82,61,22,41,75,-1,78,47,2,76,48,88,61,26,2,59,77,94,42,91,84,54,21,4,73,37,17,83,75,1,70,99,58,92,40
74,17,49,92,46,56,61,70,24,14,4,15,26,72,26,76,88,8,62,40,78,79,31,84,31,18,21,92,26,40,84,57,35,2,36,49,93,25,52,6,53,34,99,68,51,34,7,41,89,49,66,15,67,35,97,21,66,67,12,64,78,-1,40,37,32,13,82,6,55,72,11,67,25,65,72,95,24,6,92,97,81,53,83,48,65,82,9,93,56,33
26,13,59,45,13,21,87,93,95,82,85,87,60,76,32,35,82,69,43,28,76,45,99,62,19,46,6,4,92,46,74,13,71,7,69,13,1,76,68,30,72,73,17,17,71,54,76,40,48,99,17,41,51,84,35,43,62,14,68,83,47,40,-1,70,9,54,59,41,86,83,20,30,49,49,57,74,77,55,44,44,7,40,41,59,71,11,45,46,27,57
40,83,36,27,25,38,83,85,20,14,69,97,45,75,31,86,14,23,11,9,6,59,32,2,37,7,54,28,85,46,75,61,21,81,43,58,5,14,28,25,11,32,38,91,77,6,32,12,53,12,66,14,38,90,76,68,31,35,87,66,2,37,70,-1,52,87,75,75,1,5,63,59,81,71,48,80,66,69,20,6,11,6,19,28,24,23,40,94,13,39
73,50,66,30,41,92,19,48,27,91,94,64,87,74,23,10,15,53,72,41,28,6,66,88,38,7,61,24,57,22,4,61,71,56,24,61,28,97,91,24,46,42,14,98,70,35,47,69,61,53,45,40,89,15,81,51,81,53,29,42,76,32,9,52,-1,49,2,82,56,73,24,23,1,55,73,74,37,76,56,15,31,97,5,59,16,84,7,29,44,87
47,44,50,96,77,74,32,20,59,97,67,44,3,15,28,54,7,89,12,33,26,43,16,16,46,55,12,60,78,89,9,10,67,62,64,12,67,17,42,46,51,26,77,47,65,97,26,93,82,36,24,71,94,97,77,48,77,58,38,65,48,13,54,87,49,-1,81,76,74,22,85,45,42,70,91,70,99,80,28,98,83,54,46,39,51,87,30,97,94,1
26,63,54,24,45,95,8,77,91,51,33,72,66,20,11,89,21,24,57,20,63,57,64,33,63,43,44,80,17,74,26,79,33,40,89,3,50,98,79,75,86,95,59,87,86,42,83,61,96,87,53,42,27,56,99,20,51,29,6,29,88,82,59,75,2,81,-1,85,47,65,28,2,95,73,44,43,30,95,92,54,67,14,14,3,27,51,46,70,40,2
83,32,88,26,10,13,16,65,40,51,42,58,45,98,79,16,76,6,58,24,52,22,10,66,44,35,83,55,57,90,65,54,5,76,53,8,58,36,59,36,6,80,74,74,98,27,9,64,37,37,73,43,69,60,71,26,18,99,76,32,61,6,41,75,82,76,85,-1,3,5,45,2,87,72,31,82,36,74,81,74,44,46,15,96,59,57,10,61,2,33
59,92,13,14,15,66,16,65,83,98,63,27,92,29,12,85,18,29,64,64,55,4,51,66,55,21,19,67,16,72,26,57,86,2,5,99,6,95,79,76,27,95,73,37,79,34,23,39,98,76,41,28,44,88,76,12,44,93,10,73,26,55,86,1,56,74,47,3,-1,84,74,23,25,92,90,97,61,79,4,91,12,25,55,11,66,22,77,62,48,2
29,75,23,43,66,99,29,34,43,77,76,88,2,40,77,9,16,94,42,5,88,54,65,41,99,12,31,28,43,72,40,62,82,81,16,40,9,77,39,56,30,64,84,72,92,48,35,14,21,6,58,63,56,64,96,71,56,30,1,17,2,72,83,5,73,22,65,5,84,-1,49,92,68,35,26,82,66,6,22,75,35,36,84,88,88,55,86,96,10,75
68,96,10,82,97,34,52,5,99,14,7,70,73,5,63,58,18,44,3,11,28,91,18,81,36,23,91,47,16,56,23,2,73,59,55,62,47,52,14,98,80,27,83,39,85,98,4,48,76,76,30,79,17,47,85,45,66,19,25,69,59,11,20,63,24,85,28,45,74,49,-1,87,71,27,23,41,25,97,72,62,41,14,49,15,39,81,36,96,76,30
69,94,69,84,86,65,2,16,13,40,60,86,15,77,80,26,18,66,35,90,72,82,64,45,57,82,18,86,65,97,7,42,75,29,61,49,87,61,73,75,16,53,33,69,71,88,47,41,73,13,41,30,51,48,35,59,48,8,39,45,77,67,30,59,23,45,2,2,23,92,87,-1,66,81,22,75,75,27,73,9,84,45,33,49,67,91,32,51,21,29
21,55,69,2,85,72,4,92,61,10,15,54,87,9,13,90,77,73,54,15,36,75,70,54,58,70,92,26,5,11,78,35,21,99,59,65,87,76,3,61,62,85,64,80,17,69,4,60,42,11,70,43,77,21,31,79,26,27,71,38,94,25,49,81,1,42,95,87,25,68,71,66,-1,33,67,71,6,66,84,68,23,43,5,29,54,98,91,27,17,15
70,78,1,81,22,98,59,98,76,72,32,18,56,89,15,83,85,31,42,90,51,24,41,24,30,66,53,44,99,39,11,54,15,15,36,77,13,30,87,19,66,87,1,12,8,96,56,61,33,96,1,57,86,22,48,85,30,45,92,92,42,65,49,71,55,70,73,72,92,35,27,81,33,-1,92,40,16,81,5,69,45,86,55,64,7,62,76,69,17,25
62,16,96,41,81,27,33,6,2,34,69,69,18,69,31,97,29,81,76,36,46,84,87,84,12,5,88,10,33,87,29,10,17,82,3,61,87,23,29,89,37,50,15,52,96,61,43,72,11,24,84,89,83,90,71,58,45,66,83,25,91,72,57,48,73,91,44,31,90,26,23,22,67,92,-1,10,79,63,33,42,95,40,38,46,39,83,14,54,82,84
66,26,62,34,68,59,45,51,81,54,80,39,45,83,46,42,23,77,48,71,61,69,81,35,17,46,54,75,76,22,39,44,14,22,94,32,17,31,76,83,22,22,23,14,24,26,37,19,71,84,45,90,13,35,8,81,12,91,7,57,84,95,74,80,74,70,43,82,97,82,41,75,71,40,10,-1,99,45,96,20,42,2,39,20,50,77,78,95,35,45
87,62,7,1,53,37,40,88,91,14,43,19,23,23,68,49,93,71,83,55,27,42,37,49,61,91,18,2,29,96,65,56,31,78,13,56,50,62,49,86,41,80,34,87,55,77,19,15,12,59,83,10,89,9,4,43,56,65,39,79,54,24,77,66,37,99,30,36,61,66,25,75,6,16,79,99,-1,43,52,83,29,87,71,82,69,56,73,61,18,80
