23,26,19,37,38,17,13,5,22,52,11,13,-1,13,86,43,24,54,96,32,25,58,93,64,25,58,81,78,35,23,41,92,66,53,37,54,92,18,7,9,84,32,21,95,61,75,57,35,60,90,24,20,34,47,80,90,41,43,86,62,33,56,28,8,76,49,53,39,51,42,91,29,50,85,49,82,20,98,7,12,21,41,44,80,30,78,83,41,69,48,32,31,18,48,89,73,98,32,9,18
24,33,49,59,44,38,93,51,1,81,13,18,13,-1,54,67,92,28,74,88,31,8,59,34,24,79,39,85,85,21,81,94,94,56,39,61,3,14,74,79,13,7,40,56,95,17,82,32,65,80,74,87,91,24,82,57,59,53,84,62,66,80,13,84,57,86,26,85,44,74,88,99,7,94,73,59,69,77,88,75,77,14,31,29,94,62,57,64,96,29,23,60,85,99,39,19,55,14,11,59
19,61,81,95,6,46,97,47,97,70,23,3,86,54,-1,35,41,73,10,46,9,34,19,25,40,12,34,66,8,39,51,15,55,71,96,33,26,61,63,59,6,85,57,17,40,35,70,38,7,52,1,72,19,46,46,32,39,76,98,20,35,58,78,57,65,97,64,14,58,40,60,86,1,36,27,59,15,2,45,63,53,91,94,8,51,33,64,13,43,44,37,69,33,19,9,61,9,21,27,33
10,8,56,65,89,28,31,39,41,73,98,5,43,67,35,-1,91,83,57,18,35,98,53,22,12,27,69,3,51,47,72,48,93,9,47,71,24,33,33,36,51,75,38,66,48,42,1,38,65,46,66,24,81,75,44,91,8,8,9,31,57,29,41,89,62,27,29,77,60,34,75,38,77,93,27,95,82,57,63,23,13,57,13,95,29,18,63,54,79,59,5,90,47,23,98,88,3,50,18,74
52,39,97,75,87,17,60,35,70,27,79,47,24,92,41,91,-1,70,74,96,59,11,63,59,3,61,46,27,73,91,62,10,53,66,52,20,78,2,82,70,29,70,31,66,53,91,61,10,59,41,97,16,91,58,33,17,18,65,99,37,32,15,53,57,64,93,80,18,44,82,32,84,18,23,48,52,60,95,64,18,23,49,92,23,95,79,66,26,33,12,32,55,57,35,44,33,55,86,55,89
85,99,50,42,84,11,24,5,12,19,21,5,54,28,73,83,70,-1,68,33,68,60,71,77,62,35,97,52,38,55,70,89,60,72,31,21,64,99,44,10,46,63,1,91,96,35,98,90,93,17,42,65,47,66,11,43,46,68,55,79,51,85,52,27,7,36,5,11,44,51,57,58,5,75,40,63,15,99,41,74,26,20,72,91,26,23,33,45,15,9,29,54,5,4,76,84,54,41,44,79
94,95,10,63,68,14,84,74,53,56,18,72,96,74,10,57,74,68,-1,92,12,32,41,82,8,73,88,30,27,74,15,71,43,12,62,64,25,45,92,38,77,79,24,14,15,9,57,35,35,52,85,25,28,84,71,92,57,72,17,77,73,21,86,77,70,44,96,64,5,7,29,62,56,19,39,36,88,95,36,99,8,1,63,30,58,19,26,19,31,40,41,70,68,47,77,48,58,27,24,68
22,78,2,80,9,93,38,43,97,29,54,9,32,88,46,18,96,33,92,-1,42,46,14,89,56,97,41,32,50,79,77,44,73,2,24,98,21,23,66,63,96,85,78,88,6,70,78,66,72,92,32,83,33,26,45,99,80,60,91,37,49,89,95,96,99,77,70,78,57,78,55,6,5,24,23,58,46,83,43,29,52,39,51,26,69,22,87,50,17,80,80,64,67,67,22,15,61,12,28,34
38,60,34,46,33,32,81,71,2,86,6,97,25,31,9,35,59,68,12,42,-1,99,22,48,56,80,92,22,89,35,69,44,31,88,37,65,76,6,5,31,4,77,53,3,76,87,79,53,62,41,53,76,82,58,78,19,54,70,68,82,28,66,11,45,32,38,67,81,98,72,79,79,56,84,92,72,3,25,26,94,6,72,12,33,72,2,51,77,87,76,45,26,89,25,20,56,37,63,9,43
36,77,43,87,20,67,81,93,57,67,57,80,58,8,34,98,11,60,32,46,99,-1,21,78,34,97,54,36,20,19,35,58,19,39,61,52,54,56,2,76,74,70,57,16,6,40,24,46,35,65,99,84,30,11,41,75,35,22,47,26,55,80,61,62,69,69,82,41,44,88,63,58,66,51,65,63,21,40,18,79,65,56,27,73,23,71,36,66,38,49,84,34,7,28,40,77,81,61,92,3
3,90,96,21,80,77,49,30,67,49,51,2,93,59,19,53,63,71,41,14,22,21,-1,50,70,32,63,70,32,36,13,21,24,24,45,40,3,15,78,69,40,48,34,25,81,68,25,88,32,70,62,5,40,28,4,42,62,26,73,39,8,77,20,14,68,41,36,54,47,55,21,17,93,9,69,96,7,98,54,61,96,6,34,44,29,73,74,21,6,17,2,6,43,40,12,78,1,80,81,64
66,52,53,54,7,51,29,82,31,92,61,78,64,34,25,22,59,77,82,89,48,78,50,-1,65,72,28,85,94,23,96,54,11,25,74,50,91,40,62,32,50,24,31,24,26,85,7,24,12,72,3,77,9,66,95,61,53,86,58,59,50,57,39,10,5,52,69,11,59,43,29,70,93,86,95,94,50,31,75,10,64,15,5,98,50,20,32,84,56,52,17,36,48,69,73,99,67,90,85,1
73,20,19,58,49,2,90,69,14,64,23,33,25,24,40,12,3,62,8,56,56,34,70,65,-1,3,37,78,83,78,15,96,53,10,45,12,45,71,50,73,8,95,83,31,10,21,5,11,40,37,74,89,89,52,63,45,50,34,84,90,13,5,42,94,89,81,38,10,20,36,86,77,68,10,92,97,44,66,82,57,95,96,23,58,21,11,95,81,71,79,26,27,45,75,61,47,59,49,76,76
70,18,84,27,89,93,65,4,89,78,85,94,58,79,12,27,61,35,73,97,80,97,32,72,3,-1,72,60,20,71,52,57,19,27,92,31,91,31,35,17,20,60,42,35,82,55,38,7,52,59,71,36,21,79,11,39,90,35,20,51,85,33,49,78,76,75,88,52,9,43,3,94,74,6,39,98,21,17,73,45,16,64,54,27,77,15,28,43,85,81,87,98,19,55,37,61,40,4,33,68
32,87,70,74,36,85,15,68,3,58,88,45,81,39,34,69,46,97,88,41,92,54,63,28,37,72,-1,25,33,20,86,73,39,32,44,93,7,24,29,33,94,84,58,87,75,27,61,71,30,26,51,36,44,87,31,44,99,30,66,50,40,71,93,8,13,56,58,22,26,1,83,48,76,16,46,45,93,98,1,30,18,68,47,46,60,41,90,23,83,66,11,1,79,69,16,25,21,78,96,75
4,21,76,2,15,60,1,90,84,27,65,55,78,85,66,3,27,52,30,32,22,36,70,85,78,60,25,-1,97,76,62,74,80,45,94,21,69,75,9,34,35,24,43,94,56,83,44,93,71,97,43,57,26,10,38,49,59,21,1,98,82,73,43,53,14,43,48,85,72,27,31,21,39,83,51,70,91,12,72,55,47,80,97,80,5,43,78,70,98,25,39,30,44,97,26,24,2,55,65,46
32,59,17,18,66,24,43,5,45,19,55,45,35,85,8,51,73,38,27,50,89,20,32,94,83,20,33,97,-1,9,98,4,58,67,29,79,38,52,76,52,86,29,67,65,16,73,16,27,83,3,83,93,21,66,73,47,74,29,63,43,32,15,31,16,30,41,56,82,35,34,82,61,45,5,18,10,80,46,39,9,9,36,21,54,52,16,61,38,18,73,51,59,69,52,44,98,11,52,27,42
58,29,9,85,39,42,20,47,98,23,12,22,23,21,39,47,91,55,74,79,35,19,36,23,78,71,20,76,9,-1,17,11,95,38,95,10,62,31,76,57,84,91,62,14,19,28,11,55,67,19,43,27,23,54,44,88,69,48,8,11,81,89,13,96,49,4,36,30,87,99,30,17,63,83,46,22,18,15,19,9,95,52,17,27,29,52,31,46,11,32,56,10,70,71,3,87,71,89,99,85
53,67,20,85,16,36,78,54,78,17,19,14,41,81,51,72,62,70,15,77,69,35,13,96,15,52,86,62,98,17,-1,24,79,97,24,92,72,49,26,76,28,16,63,70,13,62,25,51,88,77,46,61,96,34,75,61,70,81,4,91,90,53,41,31,55,42,98,86,31,65,37,78,25,43,85,82,55,53,78,21,34,4,30,36,33,34,2,58,50,30,34,22,83,57,25,52,11,66,29,15
18,50,75,70,41,95,35,60,53,16,81,79,92,94,15,48,10,89,71,44,44,58,21,54,96,57,73,74,4,11,24,-1,82,88,60,92,58,33,84,3,96,82,83,62,3,96,17,74,66,46,80,94,92,45,61,84,46,65,65,39,98,81,63,19,96,42,52,61,57,65,3,80,46,13,77,90,18,19,43,51,24,22,13,35,63,78,75,44,79,73,72,18,61,14,34,59,34,17,56,97
14,56,59,72,56,10,35,43,7,6,76,11,66,94,55,93,53,60,43,73,31,19,24,11,53,19,39,80,58,95,79,82,-1,53,83,70,54,91,23,27,89,47,78,20,53,16,51,34,93,73,72,31,38,72,41,11,27,35,34,85,6,86,13,47,67,5,11,14,69,8,52,4,3,82,91,16,9,2,50,28,16,90,21,10,8,95,88,25,25,56,31,15,87,87,66,97,11,77,3,74
30,80,13,76,49,89,78,94,62,50,75,19,53,56,71,9,66,72,12,2,88,39,24,25,10,27,32,45,67,38,97,88,53,-1,82,91,55,4,90,21,85,47,83,78,55,78,20,8,54,67,70,99,9,31,21,77,80,53,27,87,5,26,56,91,29,29,3,76,50,65,66,37,1,68,41,35,1,63,28,17,27,68,38,95,54,44,21,68,13,11,66,28,17,33,16,67,24,77,90,93
33,87,94,94,91,40,29,47,66,55,25,7,37,39,96,47,52,31,62,24,37,61,45,74,45,92,44,94,29,95,24,60,83,82,-1,14,40,44,76,99,2,31,85,78,55,77,16,11,38,92,64,93,10,65,60,88,11,66,76,98,79,24,22,26,64,20,31,39,37,9,96,92,4,93,94,88,79,12,64,78,99,38,33,11,85,96,67,5,39,54,38,80,48,66,21,34,46,4,99,44
71,78,64,2,58,26,62,3,71,33,14,58,54,61,33,71,20,21,64,98,65,52,40,50,12,31,93,21,79,10,92,92,70,91,14,-1,22,33,52,30,75,64,73,73,33,73,8,79,41,49,89,40,63,53,83,78,78,61,23,84,31,38,19,88,22,2,95,29,99,24,72,19,28,38,17,98,72,10,85,91,14,66,97,87,33,92,71,7,48,35,10,41,90,92,74,70,65,78,91,76
87,61,16,60,65,68,50,92,96,34,69,93,92,3,26,24,78,64,25,21,76,54,3,91,45,91,7,69,38,62,72,58,54,55,40,22,-1,40,27,56,2,77,7,41,67,37,94,48,77,17,21,62,13,72,6,36,7,4,5,48,2,18,76,85,48,61,5,34,70,22,82,13,73,62,20,90,97,47,56,80,23,99,75,7,70,47,27,82,69,74,80,24,53,8,61,54,40,89,45,49
69,4,30,47,48,9,27,77,6,41,26,67,18,14,61,33,2,99,45,23,6,56,15,40,71,31,24,75,52,31,49,33,91,4,44,33,40,-1,60,71,36,53,84,10,85,14,12,87,1,47,80,93,17,88,16,16,22,81,55,75,47,43,6,54,96,37,85,29,45,55,87,73,58,50,58,67,45,9,47,10,26,58,9,58,39,27,8,20,59,49,31,96,72,31,42,3,55,42,93,28
61,58,70,11,73,93,22,49,7,55,68,79,7,74,63,33,82,44,92,66,5,2,78,62,50,35,29,9,76,76,26,84,23,90,76,52,27,60,-1,46,13,12,67,31,63,91,41,14,81,1,5,20,16,12,67,73,48,83,73,26,4,89,46,83,8,71,73,88,59,66,66,82,9,83,39,21,69,67,52,36,43,24,14,16,42,31,40,80,89,57,95,15,62,29,36,8,10,52,59,47
32,79,1,75,62,80,76,47,94,78,52,39,9,79,59,36,70,10,38,63,31,76,69,32,73,17,33,34,52,57,76,3,27,21,99,30,56,71,46,-1,30,7,66,17,76,91,1,83,19,18,55,1,20,93,8,77,47,80,44,75,69,40,45,98,75,35,42,12,99,95,4,77,73,97,78,22,86,95,87,96,39,57,18,14,58,54,26,99,76,35,69,58,86,97,24,95,68,52,12,82
79,45,98,51,83,81,98,64,14,16,87,86,84,13,6,51,29,46,77,96,4,74,40,50,8,20,94,35,86,84,28,96,89,85,2,75,2,36,13,30,-1,61,62,36,21,80,58,64,61,81,41,19,64,47,79,14,31,28,64,12,68,78,26,20,50,74,76,10,28,13,81,5,85,17,79,12,95,39,35,76,68,71,78,63,78,81,60,90,7,92,25,54,40,95,27,6,89,54,35,65
53,67,18,19,96,92,83,54,46,29,32,96,32,7,85,75,70,63,79,85,77,70,48,24,95,60,84,24,29,91,16,82,47,47,31,64,77,53,12,7,61,-1,34,47,97,9,73,93,78,74,15,64,84,90,44,75,24,88,3,83,46,53,85,66,17,85,89,46,72,73,60,88,21,29,39,13,19,68,7,23,27,87,93,11,96,9,7,56,43,54,64,13,24,49,84,68,35,98,68,51
20,54,36,10,23,92,93,90,20,62,72,82,21,40,57,38,31,1,24,78,53,57,34,31,83,42,58,43,67,62,63,83,78,83,85,73,7,84,67,66,62,34,-1,67,69,12,62,17,8,42,23,77,30,81,37,72,7,26,16,30,64,6,78,82,44,78,25,16,6,93,39,74,21,46,37,6,8,27,4,52,1,83,65,52,58,79,31,41,76,98,90,5,87,54,47,8,21,21,97,77
48,64,3,54,16,52,4,62,25,4,7,30,95,56,17,66,66,91,14,88,3,16,25,24,31,35,87,94,65,14,70,62,20,78,78,73,41,10,31,17,36,47,67,-1,5,4,8,58,99,37,31,19,72,77,76,71,45,73,53,85,22,45,26,82,13,56,88,86,93,45,46,63,3,57,37,38,67,94,73,94,44,74,95,76,66,14,54,43,31,40,22,27,89,51,66,5,79,7,18,78
84,94,92,45,53,99,17,30,48,90,8,55,61,95,40,48,53,96,15,6,76,6,81,26,10,82,75,56,16,19,13,3,53,55,55,33,67,85,63,76,21,97,69,5,-1,96,89,41,63,34,34,19,22,13,14,99,50,15,2,34,11,61,26,81,3,93,17,95,3,10,70,66,60,54,49,14,79,56,7,94,85,48,15,88,25,96,23,30,36,84,24,92,77,92,14,62,93,52,67,10
77,60,63,75,99,76,18,43,80,44,25,25,75,17,35,42,91,35,9,70,87,40,68,85,21,55,27,83,73,28,62,96,16,78,77,73,37,14,91,91,80,9,12,4,96,-1,88,41,49,87,31,47,42,66,19,25,1,37,60,15,90,81,95,84,99,59,3,36,55,36,58,91,4,82,62,41,32,48,80,93,24,97,71,15,3,99,71,3,18,17,18,31,52,42,74,35,67,24,95,15
1,23,11,87,74,94,17,46,19,98,52,71,57,82,70,1,61,98,57,78,79,24,25,7,5,38,61,44,16,11,25,17,51,20,16,8,94,12,41,1,58,73,62,8,89,88,-1,67,93,12,8,10,39,17,4,45,24,81,9,54,34,50,50,6,85,61,52,74,97,43,60,92,58,34,52,94,82,9,81,63,87,89,90,50,92,71,30,6,19,66,24,81,42,97,6,19,74,34,29,86
81,76,69,83,69,94,21,5,34,30,32,36,35,32,38,38,10,90,35,66,53,46,88,24,11,7,71,93,27,55,51,74,34,8,11,79,48,87,14,83,64,93,17,58,41,41,67,-1,84,47,88,23,28,19,42,43,44,64,97,72,2,45,36,68,88,99,18,98,20,23,32,88,75,79,92,53,4,64,31,72,59,91,40,12,2,8,89,98,32,91,27,8,84,74,51,97,45,21,20,43
39,8,3,95,27,68,89,10,52,39,93,93,60,65,7,65,59,93,35,72,62,35,32,12,40,52,30,71,83,67,88,66,93,54,38,41,77,1,81,19,61,78,8,99,63,49,93,84,-1,56,35,47,94,89,90,95,25,73,73,18,4,93,86,36,51,17,51,99,40,55,9,86,13,45,70,89,75,55,65,90,68,44,93,24,63,61,80,33,42,72,81,92,51,92,62,68,41,28,77,84
66,37,7,96,47,50,13,29,68,16,32,20,90,80,52,46,41,17,52,92,41,65,70,72,37,59,26,97,3,19,77,46,73,67,92,49,17,47,1,18,81,74,42,37,34,87,12,47,56,-1,54,32,18,96,66,55,28,90,52,95,54,76,87,66,1,67,50,93,17,60,66,36,62,18,36,74,58,28,10,50,49,25,21,33,23,27,60,94,10,44,42,27,65,22,62,59,53,45,80,23
39,57,35,89,95,21,3,64,9,53,91,19,24,74,1,66,97,42,85,32,53,99,62,3,74,71,51,43,83,43,46,80,72,70,64,89,21,80,5,55,41,15,23,31,34,31,8,88,35,54,-1,71,58,1,27,56,59,39,1,96,50,37,66,11,75,72,59,87,40,21,23,4,68,51,20,72,58,90,13,25,60,35,48,53,75,33,34,20,74,84,61,88,8,32,33,87,54,77,26,72
32,38,34,72,93,8,98,20,6,29,19,21,20,87,72,24,16,65,25,83,76,84,5,77,89,36,36,57,93,27,61,94,31,99,93,40,62,93,20,1,19,64,77,19,19,47,10,23,47,32,71,-1,25,27,6,54,78,25,42,20,8,42,74,89,78,6,44,94,83,63,53,48,83,97,11,87,39,20,90,67,12,7,37,45,99,51,27,51,12,71,37,50,13,76,78,38,21,30,48,68
33,86,12,18,63,17,59,77,62,76,37,72,34,91,19,81,91,47,28,33,82,30,40,9,89,21,44,26,21,23,96,92,38,9,10,63,13,17,16,20,64,84,30,72,22,42,39,28,94,18,58,25,-1,30,13,15,14,94,23,4,91,3,1,89,37,76,40,71,16,65,13,87,84,40,27,5,97,2,22,81,71,97,52,68,69,2,48,46,94,55,22,22,49,17,34,11,78,65,76,49
85,22,64,92,51,30,47,54,10,7,94,69,47,24,46,75,58,66,84,26,58,11,28,66,52,79,87,10,66,54,34,45,72,31,65,53,72,88,12,93,47,90,81,77,13,66,17,19,89,96,1,27,30,-1,18,54,94,3,47,42,32,71,77,80,8,91,31,90,41,29,5,13,4,92,33,38,7,77,8,55,2,19,47,95,94,81,77,28,42,21,88,74,82,82,5,90,78,62,73,61
79,30,3,8,66,87,76,48,57,26,51,26,80,82,46,44,33,11,71,45,78,41,4,95,63,11,31,38,73,44,75,61,41,21,60,83,6,16,67,8,79,44,37,76,14,19,4,42,90,66,27,6,13,18,-1,10,78,51,51,83,2,41,39,12,87,11,53,7,83,73,22,52,80,21,8,75,80,11,4,61,66,84,27,10,39,27,1,98,30,24,39,35,42,5,93,11,91,11,8,77
59,38,84,98,5,4,1,6,45,99,78,86,90,57,32,91,17,43,92,99,19,75,42,61,45,39,44,49,47,88,61,84,11,77,88,78,36,16,73,77,14,75,72,71,99,25,45,43,95,55,56,54,15,54,10,-1,57,26,86,71,70,89,32,35,11,62,81,84,93,53,33,61,68,42,1,7,63,76,29,98,71,21,15,90,11,67,67,42,1,24,96,49,91,88,17,98,61,81,76,56
86,97,79,21,96,50,4,26,29,18,43,23,41,59,39,8,18,46,57,80,54,35,62,53,50,90,99,59,74,69,70,46,27,80,11,78,7,22,48,47,31,24,7,45,50,1,24,44,25,28,59,78,14,94,78,57,-1,46,39,21,25,98,30,16,82,90,77,68,71,73,55,36,92,34,13,37,67,61,81,50,36,92,23,5,43,58,7,74,95,26,85,49,50,69,48,26,86,82,57,60
88,28,36,89,65,70,83,82,71,16,75,10,43,53,76,8,65,68,72,60,70,22,26,86,34,35,30,21,29,48,81,65,35,53,66,61,4,81,83,80,28,88,26,73,15,37,81,64,73,90,39,25,94,3,51,26,46,-1,52,7,86,12,35,36,79,87,99,52,34,61,91,73,55,22,18,50,13,37,90,1,85,18,41,30,76,63,33,92,52,17,14,1,77,68,63,76,94,81,88,38
37,54,28,56,67,90,18,94,62,68,4,22,86,84,98,9,99,55,17,91,68,47,73,58,84,20,66,1,63,8,4,65,34,27,76,23,5,55,73,44,64,3,16,53,2,60,9,97,73,52,1,42,23,47,51,86,39,52,-1,54,85,42,32,64,73,15,11,19,87,34,54,55,57,91,10,45,66,1,97,15,24,88,55,99,62,6,17,27,42,19,17,2,47,94,46,1,38,42,68,18
84,37,80,48,43,84,99,22,53,23,34,35,62,62,20,31,37,79,77,37,82,26,39,59,90,51,50,98,43,11,91,39,85,87,98,84,48,75,26,75,12,83,30,85,34,15,54,72,18,95,96,20,4,42,83,71,21,7,54,-1,37,41,44,78,50,5,99,64,96,8,42,50,19,80,94,29,98,68,91,85,42,92,74,61,85,35,5,31,13,5,25,59,60,78,64,34,65,22,66,70
19,56,38,48,83,90,73,30,2,13,44,60,33,66,35,57,32,51,73,49,28,55,8,50,13,85,40,82,32,81,90,98,6,5,79,31,2,47,4,69,68,46,64,22,11,90,34,2,4,54,50,8,91,32,2,70,25,86,85,37,-1,98,52,76,14,17,57,8,59,48,73,31,8,36,64,3,6,21,98,27,21,98,51,17,45,8,15,3,28,41,42,48,13,40,53,25,93,37,66,88
61,55,81,45,40,46,16,31,42,4,47,65,56,80,58,29,15,85,21,89,66,80,77,57,5,33,71,73,15,89,53,81,86,26,24,38,18,43,89,40,78,53,6,45,61,81,50,45,93,76,37,42,3,71,41,89,98,12,42,41,98,-1,41,73,59,78,64,27,50,47,13,24,65,51,55,28,61,98,44,38,40,30,81,72,78,16,25,95,14,53,40,3,93,85,43,2,12,58,7,82
57,42,66,35,47,54,18,41,90,72,18,21,28,13,78,41,53,52,86,95,11,61,20,39,42,49,93,43,31,13,41,63,13,56,22,19,76,6,46,45,26,85,78,26,26,95,50,36,86,87,66,74,1,77,39,32,30,35,32,44,52,41,-1,58,7,1,16,5,56,87,53,17,41,45,53,41,72,22,98,92,7,71,87,73,36,92,84,37,39,93,13,28,80,63,75,97,68,69,54,67
8,87,13,73,27,9,89,53,77,74,9,89,8,84,57,89,57,27,77,96,45,62,14,10,94,78,8,53,16,96,31,19,47,91,26,88,85,54,83,98,20,66,82,82,81,84,6,68,36,66,11,89,89,80,12,35,16,36,64,78,76,73,58,-1,56,34,2,21,10,5,58,81,34,83,39,78,57,77,78,45,99,26,63,75,61,77,13,61,90,44,42,89,21,33,71,37,78,54,69,88
30,55,70,6,6,45,38,65,42,9,6,70,76,57,65,62,64,7,70,99,32,69,68,5,89,76,13,14,30,49,55,96,67,29,64,22,48,96,8,75,50,17,44,13,3,99,85,88,51,1,75,78,37,8,87,11,82,79,73,50,14,59,7,56,-1,41,49,75,45,55,90,63,47,16,80,15,88,83,5,8,97,37,54,42,67,87,62,55,12,38,30,59,27,7,87,71,42,62,93,2
49,5,34,51,12,51,17,85,95,47,70,86,49,86,97,27,93,36,44,77,38,69,41,52,81,75,56,43,41,4,42,42,5,29,20,2,61,37,71,35,74,85,78,56,93,59,61,99,17,67,72,6,76,91,11,62,90,87,15,5,17,78,1,34,41,-1,1,30,83,34,9,63,46,11,73,34,94,90,82,41,91,87,18,83,62,21,93,13,30,3,37,83,29,19,48,35,80,80,34,5
50,90,58,55,63,56,66,15,48,64,53,16,53,26,64,29,80,5,96,70,67,82,36,69,38,88,58,48,56,36,98,52,11,3,31,95,5,85,73,42,76,89,25,88,17,3,52,18,51,50,59,44,40,31,53,81,77,99,11,99,57,64,16,2,49,1,-1,64,98,52,91,13,63,76,94,48,33,95,17,30,4,96,25,70,96,95,81,97,29,21,45,61,31,40,51,74,37,50,20,13
33,48,80,4,75,15,90,71,67,14,43,11,39,85,14,77,18,11,64,78,81,41,54,11,10,52,22,85,82,30,86,61,14,76,39,29,34,29,88,12,10,46,16,86,95,36,74,98,99,93,87,94,71,90,7,84,68,52,19,64,8,27,5,21,75,30,64,-1,85,81,11,36,40,30,63,20,32,15,5,46,83,58,12,15,49,74,99,47,43,13,46,77,87,76,2,73,56,49,74,6
14,24,7,32,57,27,70,12,13,19,85,99,51,44,58,60,44,44,5,57,98,44,47,59,20,9,26,72,35,87,31,57,69,50,37,99,70,45,59,99,28,72,6,93,3,55,97,20,40,17,40,83,16,41,83,93,71,34,87,96,59,50,56,10,45,83,98,85,-1,65,59,59,99,66,69,44,13,75,66,88,85,14,58,71,68,47,15,42,29,20,23,90,57,87,27,49,96,66,58,1
