17,98,43,43,96,35,28,17,84,4,35,48,86,4,96,58,10,56,51,80,8,-1,43,24,33,12,4,69,30,76,39,78,99,29,85,93,75,9,8,56,33,66,58,54,76,94,21,74,39,78,67,23,35,96,9,48,91,63,76,85
21,48,2,63,22,44,60,98,87,32,62,3,3,44,50,5,61,59,76,73,39,43,-1,68,7,96,84,33,92,45,9,69,86,39,83,68,85,61,34,13,74,94,78,20,1,78,84,48,51,34,60,93,87,77,4,58,64,48,11,37
17,36,63,94,23,97,35,28,30,67,33,69,74,63,2,63,15,55,3,49,92,24,68,-1,28,51,4,44,65,5,32,10,39,53,76,23,52,50,45,77,84,93,29,70,60,6,61,26,51,10,87,99,81,48,8,69,40,92,19,42
75,9,89,45,68,23,79,57,20,87,93,81,94,65,88,53,55,60,83,47,21,33,7,28,-1,53,87,60,43,65,50,58,10,25,62,16,64,11,40,23,89,48,62,4,51,77,41,78,37,71,27,88,93,79,97,42,36,26,86,23
20,76,69,94,10,84,28,42,24,52,78,68,26,34,66,59,16,29,1,21,71,12,96,51,53,-1,54,19,88,81,72,54,3,5,36,28,3,77,79,89,43,2,23,80,9,14,89,50,52,82,61,18,8,46,73,78,79,19,56,36
83,85,5,56,47,95,93,64,76,45,6,38,27,17,58,45,30,12,25,78,90,4,84,4,87,54,-1,89,26,14,85,54,74,67,57,31,1,49,63,18,98,43,98,45,36,50,6,6,21,84,9,20,47,52,13,79,6,61,27,19
53,47,71,38,75,70,71,91,48,78,94,53,49,99,80,17,55,96,84,39,17,69,33,44,60,19,89,-1,82,86,21,19,43,72,29,86,24,99,75,42,34,1,7,43,27,92,75,77,8,81,36,77,38,71,95,99,56,17,45,96
79,11,69,45,28,48,68,81,50,29,36,14,94,31,87,34,3,29,8,36,22,30,92,65,43,88,26,82,-1,9,58,24,84,57,11,60,94,19,67,87,31,72,48,66,83,1,87,72,46,51,23,96,87,66,40,70,60,40,38,82
20,83,43,93,41,55,37,89,95,24,37,71,41,67,15,69,71,30,12,37,27,76,45,5,65,81,14,86,9,-1,12,1,42,41,20,5,59,30,96,2,73,48,83,7,80,63,85,34,12,33,8,90,20,59,68,74,97,77,87,27
68,51,5,3,68,31,51,50,36,76,31,77,89,41,29,11,53,47,36,27,57,39,9,32,50,72,85,21,58,12,-1,89,45,12,57,41,89,55,86,18,19,2,66,80,80,34,25,61,6,16,72,12,86,93,70,50,66,54,22,79
53,45,6,73,82,82,65,45,58,74,75,60,93,21,12,80,49,64,24,49,26,78,69,10,58,54,54,19,24,1,89,-1,6,88,78,3,87,91,69,77,19,77,88,63,21,76,88,85,75,35,35,49,71,65,44,90,63,73,15,53
85,46,87,86,23,49,72,7,29,78,74,88,68,41,44,21,37,79,11,46,16,99,86,39,10,3,74,43,84,42,45,6,-1,12,15,33,56,6,48,41,12,17,25,52,61,83,84,80,52,47,86,75,5,4,12,11,77,8,67,47
38,78,92,44,30,72,81,9,25,23,32,11,91,97,84,20,92,19,88,91,93,29,39,53,25,5,67,72,57,41,12,88,12,-1,12,69,2,30,24,50,51,51,54,92,99,66,51,24,64,44,11,13,4,78,6,26,71,79,15,9
9,51,56,16,1,94,87,78,10,24,45,8,24,34,80,2,48,93,78,95,75,85,83,76,62,36,57,29,11,20,57,78,15,12,-1,41,45,66,47,37,19,72,22,7,8,64,58,21,13,94,26,14,98,39,41,69,16,49,78,7
34,41,42,45,15,29,77,87,7,30,29,91,40,11,39,17,74,98,60,16,42,93,68,23,16,28,31,86,60,5,41,3,33,69,41,-1,40,61,90,51,71,41,69,23,26,98,93,40,98,75,71,10,4,32,6,7,20,87,35,20
68,16,56,91,90,81,61,16,30,20,44,67,53,13,75,18,76,22,77,44,39,75,85,52,64,3,1,24,94,59,89,87,56,2,45,40,-1,32,35,49,93,35,40,58,4,60,20,25,85,72,9,24,50,50,38,51,97,14,19,64
8,15,8,69,54,63,70,48,83,20,81,5,72,19,84,28,99,98,17,33,15,9,61,50,11,77,49,99,19,30,55,91,6,30,66,61,32,-1,10,74,37,63,2,89,82,50,1,84,10,17,50,36,69,47,54,8,55,4,98,88
59,82,26,53,91,23,81,1,1,50,7,36,52,64,43,57,37,15,34,34,98,8,34,45,40,79,63,75,67,96,86,69,48,24,47,90,35,10,-1,5,91,36,10,86,88,32,41,76,27,10,65,85,74,55,45,42,38,81,25,92
53,49,31,11,35,62,71,19,52,62,15,7,49,91,53,98,42,44,67,99,88,56,13,77,23,89,18,42,87,2,18,77,41,50,37,51,49,74,5,-1,25,36,34,93,90,6,63,90,15,22,58,52,49,2,58,20,63,44,42,49
55,81,71,56,22,69,38,37,4,55,61,42,94,51,66,84,80,89,85,46,17,33,74,84,89,43,98,34,31,73,19,19,12,51,19,71,93,37,91,25,-1,84,70,24,5,53,45,88,95,43,35,60,54,43,80,13,9,60,4,23
12,7,42,76,13,44,62,59,79,15,59,36,30,41,27,2,68,75,67,59,84,66,94,93,48,2,43,1,72,48,2,77,17,51,72,41,35,63,36,36,84,-1,3,85,31,84,57,63,27,47,33,8,48,12,59,30,49,33,53,69
91,99,32,24,68,88,28,67,98,3,42,27,22,69,47,86,74,90,45,1,25,58,78,29,62,23,98,7,48,83,66,88,25,54,22,69,40,2,10,34,70,3,-1,16,48,93,98,54,63,46,62,75,43,47,11,12,30,77,27,48
64,27,29,54,73,20,46,50,26,45,47,76,64,74,62,5,71,56,43,96,66,54,20,70,4,80,45,43,66,7,80,63,52,92,7,23,58,89,86,93,24,85,16,-1,16,87,9,15,24,26,76,18,94,94,69,12,68,21,28,53
87,19,21,12,4,66,87,34,69,95,47,43,89,42,98,35,13,99,26,20,89,76,1,60,51,9,36,27,83,80,80,21,61,99,8,26,4,82,88,90,5,31,48,16,-1,77,38,37,50,55,10,87,75,36,32,26,80,12,98,68
71,95,49,33,3,25,64,59,47,56,6,10,20,73,62,57,76,92,93,70,72,94,78,6,77,14,50,92,1,63,34,76,83,66,64,98,60,50,32,6,53,84,93,87,77,-1,29,83,13,83,88,58,3,4,53,7,2,61,75,98
12,40,65,16,18,7,56,3,54,85,22,22,78,12,33,23,80,41,61,83,46,21,84,61,41,89,6,75,87,85,25,88,84,51,58,93,20,1,41,63,45,57,98,9,38,29,-1,21,44,2,37,17,54,37,94,42,46,57,8,83
93,63,7,15,48,32,82,88,37,50,21,42,61,97,74,43,46,34,82,63,6,74,48,26,78,50,6,77,72,34,61,85,80,24,21,40,25,84,76,90,88,63,54,15,37,83,21,-1,17,58,22,86,73,78,91,81,2,48,40,16
56,53,1,27,5,29,22,15,8,58,25,59,20,55,89,67,4,24,7,85,68,39,51,51,37,52,21,8,46,12,6,75,52,64,13,98,85,10,27,15,95,27,63,24,50,13,44,17,-1,88,25,28,46,57,21,89,88,62,49,89
93,85,60,68,15,78,60,96,87,57,75,64,14,62,37,37,69,52,29,73,75,78,34,10,71,82,84,81,51,33,16,35,47,44,94,75,72,17,10,22,43,47,46,26,55,83,2,58,88,-1,45,11,95,19,93,26,37,48,18,24
55,92,78,62,81,81,84,79,38,57,74,18,77,31,58,67,9,90,38,96,9,67,60,87,27,61,9,36,23,8,72,35,86,11,26,71,9,50,65,58,35,33,62,76,10,88,37,22,25,45,-1,96,25,71,34,44,4,11,99,62
20,41,17,65,58,81,87,62,58,87,67,5,58,14,76,51,37,74,12,42,29,23,93,99,88,18,20,77,96,90,12,49,75,13,14,10,24,36,85,52,60,8,75,18,87,58,17,86,28,11,96,-1,6,9,54,69,86,56,30,72
55,19,78,9,71,1,7,52,61,81,97,16,24,36,18,46,71,19,60,71,73,35,87,81,93,8,47,38,87,20,86,71,5,4,98,4,50,69,74,49,54,48,43,94,75,3,54,73,46,95,25,6,-1,74,60,4,44,85,29,78
66,86,55,74,75,75,97,61,83,66,78,57,55,66,92,37,49,25,72,90,17,96,77,48,79,46,52,71,66,59,93,65,4,78,39,32,50,47,55,2,43,12,47,94,36,4,37,78,57,19,71,9,74,-1,97,46,25,62,85,83
93,21,10,58,43,57,74,7,59,8,33,14,28,28,87,93,47,26,44,18,94,9,4,8,97,73,13,95,40,68,70,44,12,6,41,6,38,54,45,58,80,59,11,69,32,53,94,91,21,93,34,54,60,97,-1,85,26,2,7,9
89,32,47,9,7,95,47,23,3,57,24,13,62,47,48,94,23,23,68,87,32,48,58,69,42,78,79,99,70,74,50,90,11,26,69,7,51,8,42,20,13,30,12,12,26,7,42,81,89,26,44,69,4,46,85,-1,99,66,33,64
71,84,90,5,36,80,49,51,5,32,82,79,55,35,43,34,21,12,27,82,3,91,64,40,36,79,6,56,60,97,66,63,77,71,16,20,97,55,38,63,9,49,30,68,80,2,46,2,88,37,4,86,44,25,26,99,-1,45,86,39
49,12,97,77,39,51,13,21,20,62,42,47,34,29,93,32,68,50,24,39,38,63,48,92,26,19,61,17,40,77,54,73,8,79,49,87,14,4,81,44,60,33,77,21,12,61,57,48,62,48,11,56,85,62,2,66,45,-1,59,76
54,67,32,78,55,37,13,72,78,54,54,18,33,77,60,66,25,27,53,42,61,76,11,19,86,56,27,45,38,87,22,15,67,15,78,35,19,98,25,42,4,53,27,28,98,75,8,40,49,18,99,30,29,85,7,33,86,59,-1,18
68,48,10,91,61,89,19,86,53,99,69,53,69,64,1,45,41,94,8,53,56,85,37,42,23,36,19,96,82,27,79,53,47,9,7,20,64,88,92,49,23,69,48,53,68,98,83,16,89,24,62,72,78,83,9,64,39,76,18,-1

nodes: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59
type: benefit
name: random
weight: 0.8
